sample_key,dataset,id,tts_system,voice,case_type,is_boundary,boundary_type,target_emotion,text,audio_path,wer,cer,acoustic_sanity_score_0_1,prosody_activity_0_1,f0_std_semitones,f0_range_semitones_p90_p10,energy_cv,silence_ratio,asr_transcript,main_metric_0_1,emotion_component_0_1,e2v_top_label,e2v_top_prob,e2v_target_prob,e2v_target_match,e2v_entropy_norm,e2v_prob_angry,e2v_prob_disgusted,e2v_prob_fearful,e2v_prob_happy,e2v_prob_neutral,e2v_prob_other,e2v_prob_sad,e2v_prob_surprised,e2v_prob_unknown,superb_top_label,superb_top_prob,superb_target_prob,superb_target_match,superb_entropy_norm,vad_arousal,vad_dominance,vad_valence,intensity,description,model,generation_seed,generation_temperature,generation_do_sample,sample_rate,audio_duration_sec,asr_model,word_substitutions,word_deletions,word_insertions,reference_words,word_diff,asr_audio_duration_sec,speech_rate_wps,speech_rate_abs_delta_2_5,rms,peak_abs,acoustic_sanity_penalty,naturalness_proxy_1_5,naturalness_penalty,nat_duration_sec,nat_rms_dbfs,nat_peak_abs,nat_clipping_ratio,nat_silence_ratio,nat_spectral_flatness,emotion_model,emotion_top_label,emotion_top_prob,emotion_entropy,target_emotion_normalized,target_emotion_prob,target_emotion_match,emotion_prob_neutral,emotion_prob_happy,emotion_prob_angry,emotion_prob_sad,style_duration_sec,f0_mean_hz,f0_std_hz,f0_range_hz,f0_median_hz,f0_mad_semitones,voiced_ratio,style_silence_ratio
multisystem_generalization_v1::bark__normal_03,multisystem_generalization_v1,bark__normal_03,bark,v2/en_speaker_6,regular,0,none,neutral,I left the blue notebook beside the lamp in the study.,experiments\multisystem_generalization_v1\generated\bark_speaker_6\normal_03.wav,0.00000000,0.00000000,1.000000,0.769735,4.927006,10.249800,0.858321,0.23121387,I left the blue notebook beside the lamp in the study.,0.942853,0.853051,neutral,1.0,1.0,1,2.1620258581011096e-11,2.747988197670387e-13,8.680270823684718e-15,1.9844935868478398e-15,3.093844895985659e-13,1.0,1.2814076421114218e-15,1.021868462243447e-12,9.583735308170763e-14,6.212224338457764e-15,neutral,0.853050947189331,0.853050947189331,1,0.3113005502227099,0.5125165581703186,0.5937550663948059,0.5405505299568176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::bark__boundary_digits,multisystem_generalization_v1,bark__boundary_digits,bark,v2/en_speaker_6,boundary,1,digits_and_address,neutral,"The access code is A seventeen B nine, and the address is four zero five North Lake Drive.",experiments\multisystem_generalization_v1\generated\bark_speaker_6\boundary_digits.wav,0.12500000,0.00000000,1.000000,0.801795,4.804259,12.103978,1.063258,0.36912156,the access code is a 17b9 and the address is 405 Northlake Drive.,0.917403,0.984037,neutral,1.0,1.0,1,3.8032718339508875e-12,4.902461696689765e-14,1.841556141723966e-15,2.727909840697469e-16,6.573445265759328e-14,1.0,4.1109330608756736e-16,1.5633750804350255e-13,2.7579845078193853e-14,1.2351083976980281e-15,neutral,0.9840372800827026,0.9840372800827026,1,0.06712899194190163,0.5244696140289307,0.5934261083602905,0.6111388206481934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::sapi__normal_02,multisystem_generalization_v1,sapi__normal_02,sapi,Microsoft Zira Desktop,regular,0,none,neutral,"The garden was quiet after the rain, and the air felt cool.",experiments\multisystem_generalization_v1\generated\sapi_zira\normal_02.wav,0.00000000,0.00000000,1.000000,0.674410,2.475276,6.988511,1.005243,0.37914692,"The garden was quiet after the rain, and the air felt cool.",0.910061,0.768729,neutral,1.0,1.0,1,9.04643180303476e-11,1.2054202037578565e-12,4.632297488844396e-14,1.2996624514983492e-14,1.658994773154343e-12,1.0,4.216602432748897e-15,4.076709456124483e-12,4.072386958903218e-13,2.772409478911126e-14,neutral,0.7687294483184814,0.7687294483184814,1,0.4294225307305503,0.4296937584877014,0.5495917201042175,0.6280955076217651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::parler__normal_02,multisystem_generalization_v1,parler__normal_02,parler,Jenna,regular,0,none,neutral,"The garden was quiet after the rain, and the air felt cool.",experiments\multisystem_generalization_v1\generated\parler_jenna\normal_02.wav,0.00000000,0.00000000,1.000000,0.699519,4.184969,9.265045,0.676603,0.10271903,The garden was quiet after the rain and the air felt cool.,0.898731,0.739594,neutral,1.0,1.0,1,1.648735960896662e-11,2.2639502035223802e-13,7.335358686297918e-15,1.4507570568383422e-15,2.8281218512893336e-13,1.0,8.512829350671488e-16,7.071866421452799e-13,8.069160438569853e-14,4.355433250386245e-15,neutral,0.7395944595336914,0.7395944595336914,1,0.4271740748597243,0.2917802631855011,0.43271178007125854,0.5689899921417236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::bark__boundary_tongue_twister,multisystem_generalization_v1,bark__boundary_tongue_twister,bark,v2/en_speaker_6,boundary,1,fast_tongue_twister,neutral,"Red leather, yellow leather, unique New York, repeated twice without rushing.",experiments\multisystem_generalization_v1\generated\bark_speaker_6\boundary_tongue_twister.wav,0.18181818,0.07936508,0.920659,0.837990,4.670039,11.604381,1.416172,0.54713115,Red leather Yellow leather Unite New York Repeated twice without Russian,0.886819,0.994678,neutral,1.0,1.0,1,3.7455756962355715e-12,4.663894189469234e-14,1.6172948515759704e-15,2.63078110203141e-16,5.5026892330917176e-14,1.0,3.8574470694045955e-16,1.67984021332869e-13,2.4876807089443086e-14,1.0561823225903322e-15,neutral,0.9946774244308472,0.9946774244308472,1,0.025891783708127388,0.5353537797927856,0.61591637134552,0.4781342148780823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::parler__normal_03,multisystem_generalization_v1,parler__normal_03,parler,Jenna,regular,0,none,neutral,I left the blue notebook beside the lamp in the study.,experiments\multisystem_generalization_v1\generated\parler_jenna\normal_03.wav,0.00000000,0.00000000,1.000000,0.701526,3.432724,8.164143,0.830960,0.13492063,I left the blue notebook beside the lamp in the study.,0.881283,0.694727,neutral,1.0,1.0,1,1.2760350274754646e-10,1.6467626958241444e-12,6.433013301741786e-14,1.890005960438791e-14,2.2959787283199917e-12,1.0,5.482038739244247e-15,6.093821627861651e-12,4.785666220946672e-13,4.058969008341809e-14,neutral,0.6947267055511475,0.6947267055511475,1,0.5508189166930332,0.4312499165534973,0.5121265649795532,0.4861622750759125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::bark__normal_01,multisystem_generalization_v1,bark__normal_01,bark,v2/en_speaker_6,regular,0,none,neutral,Please send the final report before the meeting starts tomorrow.,experiments\multisystem_generalization_v1\generated\bark_speaker_6\normal_01.wav,0.20000000,0.18518519,1.000000,0.812187,4.984704,11.738290,1.094057,0.40469613,the final report before the meeting starts tomorrow.,0.856106,0.944272,neutral,1.0,1.0,1,8.896727613864079e-11,1.0704781245457484e-12,4.8720823518167214e-14,1.4017872657730215e-14,1.4669032048081343e-12,1.0,5.144126379881932e-15,4.283550077144316e-12,3.945481907765419e-13,3.984403681555476e-14,neutral,0.9442720413208008,0.9442720413208008,1,0.1820571708334013,0.36842280626296997,0.45242738723754883,0.47230321168899536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::sapi__boundary_acronyms,multisystem_generalization_v1,sapi__boundary_acronyms,sapi,Microsoft Zira Desktop,boundary,1,technical_acronyms,neutral,"The GPU API uses HTTPS, JSON, and UTF eight in the final SDK release.",experiments\multisystem_generalization_v1\generated\sapi_zira\boundary_acronyms.wav,0.14285714,0.02040816,1.000000,0.651769,2.813005,6.119268,0.772002,0.21900826,"The GPU API uses HD TPS, JSON, and UTF-8 in the final SDK release.",0.841336,0.816497,neutral,1.0,1.0,1,1.313069325211233e-10,1.9881260266557677e-12,9.207557811899761e-14,2.1478549868574406e-14,2.4041879598257765e-12,1.0,7.0539413069350965e-15,5.856873146192765e-12,5.244920166583289e-13,4.7716272935909715e-14,neutral,0.8164970874786377,0.8164970874786377,1,0.4177041133574325,0.499594509601593,0.5879753232002258,0.588088870048523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::sapi__boundary_digits,multisystem_generalization_v1,sapi__boundary_digits,sapi,Microsoft Zira Desktop,boundary,1,digits_and_address,neutral,"The access code is A seventeen B nine, and the address is four zero five North Lake Drive.",experiments\multisystem_generalization_v1\generated\sapi_zira\boundary_digits.wav,0.00000000,0.00000000,1.000000,0.619814,2.189556,4.947974,0.831172,0.26194145,"The access code is a 17b9, and the address is 405 North Lake Drive.",0.839338,0.586868,neutral,1.0,1.0,1,7.728502682933605e-12,1.0159676377095861e-13,3.596772521068407e-15,6.222941422822899e-16,1.4845591390314633e-13,1.0,5.58052887161478e-16,3.079215213971226e-13,4.956524082768039e-14,2.2555900815066044e-15,neutral,0.5868681073188782,0.5868681073188782,1,0.6130774341954908,0.4959471821784973,0.5957564115524292,0.637615978717804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::parler__normal_01,multisystem_generalization_v1,parler__normal_01,parler,Jenna,regular,0,none,neutral,Please send the final report before the meeting starts tomorrow.,experiments\multisystem_generalization_v1\generated\parler_jenna\normal_01.wav,0.00000000,0.00000000,1.000000,0.752040,4.589245,10.470542,0.828984,0.11695906,Please send the final report before the meeting starts tomorrow.,0.776427,0.425097,neutral,0.98403000831604,0.98403000831604,1,0.037292776086413265,3.723818053913419e-08,3.0282457430530485e-08,1.0509016989956876e-09,0.01596706733107567,0.98403000831604,2.3472797039403304e-08,2.4123255570884794e-06,4.4767568851966644e-07,4.818636600845139e-09,happy,0.4564056992530823,0.425096720457077,0,0.7051561907832358,0.41233712434768677,0.5111873745918274,0.5357743501663208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::sapi__normal_03,multisystem_generalization_v1,sapi__normal_03,sapi,Microsoft Zira Desktop,regular,0,none,neutral,I left the blue notebook beside the lamp in the study.,experiments\multisystem_generalization_v1\generated\sapi_zira\normal_03.wav,0.00000000,0.00000000,1.000000,0.645481,2.274676,5.989221,0.926163,0.35446686,I left the blue notebook beside the lamp in the study.,0.745635,0.345919,neutral,1.0,1.0,1,1.0267288386503672e-09,1.8871522400321084e-11,1.2240222941120593e-12,3.386174804095865e-13,1.831003577923429e-11,1.0,7.30815825607592e-14,4.815337364960648e-11,5.156787323545853e-12,5.183765200943158e-13,angry,0.5756993293762207,0.34591880440711975,0,0.6407753246592444,0.4915526807308197,0.574416995048523,0.5149747133255005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::sapi__boundary_tongue_twister,multisystem_generalization_v1,sapi__boundary_tongue_twister,sapi,Microsoft Zira Desktop,boundary,1,fast_tongue_twister,neutral,"Red leather, yellow leather, unique New York, repeated twice without rushing.",experiments\multisystem_generalization_v1\generated\sapi_zira\boundary_tongue_twister.wav,0.00000000,0.00000000,1.000000,0.687532,2.576735,6.774684,1.041880,0.40000000,Red leather Yellow leather Unique New York Repeated twice without rushing,0.718570,0.276323,neutral,1.0,1.0,1,6.456861206946539e-10,8.87705100399705e-12,6.9666635741511e-13,1.721570206270756e-13,1.85943344055417e-11,1.0,5.630743335244444e-14,2.4885763588722298e-11,3.470062778787586e-12,3.123717647393609e-13,angry,0.5109253525733948,0.27632296085357666,0,0.7421552103152679,0.5070458054542542,0.6161975860595703,0.549018383026123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::sapi__normal_01,multisystem_generalization_v1,sapi__normal_01,sapi,Microsoft Zira Desktop,regular,0,none,neutral,Please send the final report before the meeting starts tomorrow.,experiments\multisystem_generalization_v1\generated\sapi_zira\normal_01.wav,0.00000000,0.00000000,1.000000,0.677561,2.814420,6.935713,0.891997,0.31000000,Please send the final report before the meeting starts tomorrow.,0.713312,0.262801,neutral,1.0,1.0,1,3.973590678932897e-12,5.019744250258848e-14,2.0657126115447393e-15,3.194899750946854e-16,6.75904441465626e-14,1.0,5.694503507414951e-16,1.629067296641737e-13,3.06381202146936e-14,1.6933722804039178e-15,angry,0.6909738779067993,0.2628012001514435,0,0.5404374247679377,0.42121076583862305,0.5232637524604797,0.5304102301597595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::parler__boundary_tongue_twister,multisystem_generalization_v1,parler__boundary_tongue_twister,parler,Jenna,boundary,1,fast_tongue_twister,neutral,"Red leather, yellow leather, unique New York, repeated twice without rushing.",experiments\multisystem_generalization_v1\generated\parler_jenna\boundary_tongue_twister.wav,0.18181818,0.06349206,0.998833,0.766458,4.333938,8.411240,0.951753,0.23185012,"Redlar, yellow leather, unique New York, repeated twice without rushing",0.558023,0.149201,neutral,1.0,1.0,1,3.1141346244103254e-09,4.298857797513378e-11,4.003704485999737e-12,9.943792751015978e-13,1.356093431992278e-10,1.0,4.795461445473992e-13,9.815215307185099e-11,1.099807224458349e-11,1.8475503245352076e-12,angry,0.4901455044746399,0.1492014229297638,0,0.7269582338819153,0.3682299554347992,0.4870528280735016,0.4595847427845001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multisystem_generalization_v1::parler__boundary_acronyms,multisystem_generalization_v1,parler__boundary_acronyms,parler,Jenna,boundary,1,technical_acronyms,neutral,"The GPU API uses HTTPS, JSON, and UTF eight in the final SDK release.",experiments\multisystem_generalization_v1\generated\parler_jenna\boundary_acronyms.wav,0.50000000,0.57142857,1.000000,0.727245,3.806382,9.982527,0.864839,0.15830721,"The 4-Shivroa uses Arca, Zinn and Yuzhil 8 in the final Cobo Kuiq release",0.434918,0.332647,neutral,1.0,1.0,1,2.8277056060174035e-12,3.748745224288995e-14,1.2238335421371261e-15,1.8673472626464551e-16,4.010273084204159e-14,1.0,2.3758787126538453e-16,1.2388633413400185e-13,2.111536755178018e-14,6.19700209760442e-16,happy,0.6474780440330505,0.3326471149921417,0,0.524362367472546,0.402549147605896,0.4976358115673065,0.5365050435066223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
controlled_emotion_intensity_v1::neutral_subtle,controlled_emotion_intensity_v1,neutral_subtle,parler,Jenna,controlled_same_text,0,,neutral,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\neutral_subtle.wav,0.07142857,0.10144928,1.000000,0.751739,4.573332,8.527374,0.830265,0.17118998,The project outweigh is ready and we will review the results together this afternoon.,,,neutral,0.9547829031944275,0.9547829031944275,1,0.08395681193214616,1.8701317685554386e-06,4.585137958201813e-06,3.3056080610549543e-06,1.2029072422592435e-05,0.9547829031944275,2.6675843400880694e-06,0.04518816992640495,1.7097997329074133e-07,4.277011157682864e-06,neutral,0.825173020362854,0.825173020362854,1,0.3539423302128919,0.38178929686546326,0.4866122901439667,0.6118736267089844,subtle,"Jenna speaks in a calm neutral voice with restrained expression, moderate pitch, moderate pace, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,4.807,openai/whisper-tiny.en,1,0,0,14,the project update->outweigh is ready and we will review the results together this afternoon,4.806563,2.912684,0.412684,0.12842967,0.79728603,0.000000,5.000000,0.000000,4.806563,-17.826693,0.797286,0.00000000,0.158996,0.011965,superb/wav2vec2-base-superb-er,neutral,0.825173,0.490668,neutral,0.825173,1,0.825173,0.169465,0.003784,0.001577,4.806563,203.246903,47.644385,321.951220,210.526316,2.706716,0.669456,0.117155
controlled_emotion_intensity_v1::neutral_obvious,controlled_emotion_intensity_v1,neutral_obvious,parler,Jenna,controlled_same_text,0,,neutral,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\neutral_obvious.wav,0.28571429,0.14492754,1.000000,0.685222,3.344392,8.831421,0.779181,0.12606838,The project up DI is ready and we will review the result near this afternoon.,,,neutral,0.9999951124191284,0.9999951124191284,1,2.9636948612967165e-05,2.3213961863888244e-09,1.4901974099146287e-09,4.960661881270312e-10,1.6715043571480237e-08,0.9999951124191284,3.0975305653768714e-10,4.891645858151605e-06,9.69943458883904e-10,1.4163632766628353e-10,neutral,0.7242560982704163,0.7242560982704163,1,0.45895064005853786,0.30131131410598755,0.431196004152298,0.6385019421577454,obvious,"Jenna speaks in an unmistakably neutral documentary narration style with flat affect, steady pitch, even pacing, no emotional emphasis, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,4.690,openai/whisper-tiny.en,3,0,1,14,the project +up update->di is ready and we will review the results->result together->near this afternoon,4.690437,2.984796,0.484796,0.18712577,0.97669780,0.000000,5.000000,0.000000,4.690437,-14.557328,0.976698,0.00000000,0.111349,0.009475,superb/wav2vec2-base-superb-er,neutral,0.724256,0.636241,neutral,0.724256,1,0.724256,0.266384,0.004660,0.004700,4.690437,209.903667,43.246868,249.056604,195.121951,2.364442,0.717345,0.062099
controlled_emotion_intensity_v1::happy_subtle,controlled_emotion_intensity_v1,happy_subtle,parler,Jenna,controlled_same_text,0,,happy,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\happy_subtle.wav,0.21428571,0.13043478,1.000000,0.748189,4.429036,12.706724,0.838781,0.20343137,The project all the years ready and we will review the results together this afternoon.,,,neutral,1.0,6.688491774320404e-12,0,2.6586116531826893e-10,2.95087413705597e-12,1.4440499577356158e-13,4.442202966689797e-14,6.688491774320404e-12,1.0,1.1311840407510904e-14,1.185621652938229e-11,1.0196431372844206e-12,6.334752736475782e-14,happy,0.5564897060394287,0.5564897060394287,1,0.515024219849212,0.4265536963939667,0.5269762277603149,0.6594601273536682,subtle,"Jenna sounds gently pleased and optimistic, with a slightly brighter pitch, a light smile in her voice, moderate energy, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,4.098,openai/whisper-tiny.en,2,0,1,14,the project +all update->the is->years ready and we will review the results together this afternoon,4.098375,3.415988,0.915988,0.13467413,0.89481556,0.000000,5.000000,0.000000,4.098375,-17.414316,0.894816,0.00000000,0.186732,0.010242,superb/wav2vec2-base-superb-er,happy,0.556490,0.713975,happy,0.556490,1,0.439181,0.556490,0.002681,0.001648,4.098375,217.631263,60.544756,289.655172,195.121951,2.908330,0.670762,0.149877
controlled_emotion_intensity_v1::happy_obvious,controlled_emotion_intensity_v1,happy_obvious,parler,Jenna,controlled_same_text,0,,happy,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\happy_obvious.wav,0.14285714,0.08695652,1.000000,0.774111,4.738794,10.344653,0.912313,0.22886598,"The project, Off tui, is ready and we will review the results together this afternoon.",,,neutral,1.0,2.2499606344705825e-12,0,1.3248030407933415e-10,1.9404124574490256e-12,7.655379422825265e-14,2.2264106858582884e-14,2.2499606344705825e-12,1.0,6.2474909787331705e-15,6.121243702889023e-12,5.807646572854319e-13,5.1368831470400764e-14,happy,0.6913194060325623,0.6913194060325623,1,0.4586818908437779,0.4766913652420044,0.5541391372680664,0.692978024482727,obvious,"Jenna sounds unmistakably joyful and excited, with a bright high-energy voice, strongly expressive rising intonation, enthusiastic emphasis, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,4.865,openai/whisper-tiny.en,1,0,1,14,the project +off update->tui is ready and we will review the results together this afternoon,4.864625,2.877920,0.377920,0.09522463,0.96361291,0.000000,5.000000,0.000000,4.864625,-20.425014,0.963613,0.00000000,0.219008,0.017262,superb/wav2vec2-base-superb-er,happy,0.691319,0.635868,happy,0.691319,1,0.305825,0.691319,0.002135,0.000720,4.864625,231.355195,61.350552,329.515419,219.178082,2.937355,0.607438,0.146694
controlled_emotion_intensity_v1::sad_subtle,controlled_emotion_intensity_v1,sad_subtle,parler,Jenna,controlled_same_text,0,,sad,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\sad_subtle.wav,0.21428571,0.10144928,1.000000,0.722158,3.267002,7.485205,0.986754,0.25515947,The project's dirt pay is ready and we will review the results together this afternoon.,,,sad,1.0,1.0,1,2.1862156617607596e-08,1.3119430888886008e-11,3.61755070343861e-11,3.241187179758853e-11,2.0419865798260162e-10,1.7956761633186602e-09,2.206798216386474e-10,1.0,3.0636281272283794e-12,1.3991531024049042e-11,happy,0.6691245436668396,0.01508247759193182,0,0.5456848965007803,0.3631097376346588,0.48243483901023865,0.6033753752708435,subtle,"Jenna sounds mildly disappointed and subdued, with slightly lower pitch, restrained energy, gentle pacing, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,5.341,openai/whisper-tiny.en,1,0,2,14,the project +is +dirt update->pay is ready and we will review the results together this afternoon,5.340625,2.621416,0.121416,0.08381829,0.76464462,0.000000,5.000000,0.000000,5.340625,-21.533224,0.764645,0.00000000,0.233083,0.011961,superb/wav2vec2-base-superb-er,happy,0.669125,0.756480,sad,0.015082,0,0.300784,0.669125,0.015009,0.015082,5.340625,194.681232,41.816481,314.438503,188.235294,1.937561,0.665414,0.203008
controlled_emotion_intensity_v1::sad_obvious,controlled_emotion_intensity_v1,sad_obvious,parler,Jenna,controlled_same_text,0,,sad,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\sad_obvious.wav,0.07142857,0.05797101,1.000000,0.735070,3.660412,9.336416,0.942224,0.25581395,"The project, Oplie, is ready, and we will review the results together this afternoon.",,,sad,1.0,1.0,1,1.7324133478160005e-07,1.189436604764893e-10,2.538004251206871e-10,6.263125018612925e-10,1.8494678011293786e-09,1.7046751565885643e-08,3.355921651682081e-10,1.0,1.8522830838585413e-11,4.2461517635317136e-10,neutral,0.6969442963600159,0.005907357670366764,0,0.4775962972406684,0.3835441768169403,0.4805823266506195,0.6922715306282043,obvious,"Jenna sounds unmistakably sorrowful and dejected, with a low soft voice, very low energy, slow pacing, heavy pauses, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,5.178,openai/whisper-tiny.en,1,0,0,14,the project update->oplie is ready and we will review the results together this afternoon,5.178063,2.703714,0.203714,0.11140542,0.73256981,0.000000,5.000000,0.000000,5.178063,-19.061873,0.732570,0.00000000,0.242718,0.010242,superb/wav2vec2-base-superb-er,neutral,0.696944,0.662089,sad,0.005907,0,0.696944,0.293530,0.003618,0.005907,5.178063,210.835427,43.669296,323.076923,207.792208,2.700799,0.621359,0.192233
controlled_emotion_intensity_v1::angry_subtle,controlled_emotion_intensity_v1,angry_subtle,parler,Jenna,controlled_same_text,0,,angry,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\angry_subtle.wav,0.07142857,0.07246377,1.000000,0.720433,3.996261,9.923068,0.793049,0.13895216,The project.t is ready and we will review the results together this afternoon.,,,neutral,0.7830148339271545,2.4721464342292165e-06,0,0.23828884258614474,2.4721464342292165e-06,5.050354957347736e-06,1.821925479816855e-06,3.282809484517202e-05,0.7830148339271545,3.113535058218986e-06,0.2169370800256729,3.838204918338306e-07,2.4971357106551295e-06,neutral,0.8700510859489441,0.005779079161584377,0,0.30945880819708294,0.4076150059700012,0.5152910351753235,0.6402184367179871,subtle,"Jenna sounds mildly irritated and firm, with controlled tension, slightly stronger emphasis, moderate energy, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,4.400,openai/whisper-tiny.en,1,0,0,14,the project update->t is ready and we will review the results together this afternoon,4.400188,3.181683,0.681683,0.13897905,0.72932065,0.000000,5.000000,0.000000,4.400188,-17.141013,0.729321,0.00000000,0.130137,0.017500,superb/wav2vec2-base-superb-er,neutral,0.870051,0.429001,angry,0.005779,0,0.870051,0.119753,0.005779,0.004417,4.400188,205.076439,48.788467,310.641912,197.530864,2.941350,0.700913,0.089041
controlled_emotion_intensity_v1::angry_obvious,controlled_emotion_intensity_v1,angry_obvious,parler,Jenna,controlled_same_text,0,,angry,"The project update is ready, and we will review the results together this afternoon.",experiments\automatic_emotion_consensus_v1\controlled_generation\audio\angry_obvious.wav,0.07142857,0.05797101,1.000000,0.800204,5.174017,12.645548,0.980177,0.20712695,The project automate is ready and we will review the results together this afternoon.,,,neutral,1.0,4.966664232664009e-12,0,4.764232776757109e-10,4.966664232664009e-12,3.168264533105064e-13,9.289548568314904e-14,7.714884286968982e-12,1.0,3.1802509302229776e-14,2.7034065958053688e-11,1.7154155700083162e-12,1.3065677012535915e-13,happy,0.9089353680610657,0.002491988940164447,0,0.23657264995178418,0.44797736406326294,0.5435637831687927,0.7303498387336731,obvious,"Jenna sounds unmistakably furious and confrontational, with intense high energy, sharp articulation, forceful emphasis, faster pacing, and clear close-up audio.",parler-tts/parler-tts-mini-v1,2026,1.0000,True,44100,4.505,openai/whisper-tiny.en,1,0,0,14,the project update->automate is ready and we will review the results together this afternoon,4.504688,3.107874,0.607874,0.13056649,0.96244901,0.000000,5.000000,0.000000,4.504688,-17.683365,0.962449,0.00000000,0.187500,0.016102,superb/wav2vec2-base-superb-er,happy,0.908935,0.327959,angry,0.002492,0,0.086028,0.908935,0.002492,0.002544,4.504688,209.729306,67.398165,316.230366,179.775281,2.189737,0.676339,0.142857
